RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,,ROUND,SQRT,ROUND Q,MAX BALANCE #,250898.09,RANK,LEFT,RIGHT,LEN
221,15725311,Hay,726,France,Female,31,9,114722.05,2,1,1,98178.57,0,,114722,338.7063625,339,,,5088,F,725311,3
222,15787155,Yang,514,Spain,Male,30,7,0,1,0,1,125010.24,0,,0,0,0,,,3734,M,787155,4
223,15727829,McIntyre,567,France,Male,42,2,0,2,1,1,167984.61,0,,0,0,0,,,1612,M,727829,8
224,15733247,Stevenson,850,France,Male,33,10,0,1,1,0,4861.72,1,,0,0,0,,,9742,M,733247,9
225,15568748,Poole,671,Germany,Male,45,6,99564.22,1,1,1,108872.45,1,,99564,315.5376364,316,,,4533,M,568748,5
226,15699029,Bagley,670,France,Male,37,4,170557.91,2,1,0,198252.88,0,,170558,412.9866826,413,,,89,M,699029,6
227,15774393,Ch'ien,694,France,Female,30,9,0,2,1,1,26960.31,0,,0,0,0,,,8677,F,774393,6
228,15676895,Cattaneo,547,Germany,Female,39,6,74596.15,3,1,1,85746.52,1,,74596,273.1226831,273,,,5716,F,676895,8
229,15637753,O'Sullivan,751,Germany,Male,50,2,96888.39,1,1,0,77206.25,1,,96888,311.268373,311,,,6175,M,637753,10
230,15605461,Lucas,594,Germany,Female,29,3,130830.22,1,1,0,61048.53,0,,130830,361.7042991,362,,,6977,F,605461,5
231,15808473,Ringrose,673,France,Male,72,1,0,2,0,1,111981.19,0,,0,0,0,,,4389,M,808473,8
232,15627000,Freeman,610,France,Male,40,0,0,2,1,0,62232.6,0,,0,0,0,,,6922,M,627000,7
233,15787174,Sergeyev,512,France,Female,37,1,0,2,0,1,156105.03,0,,0,0,0,,,2192,F,787174,8
234,15723886,Fiore,767,Germany,Male,20,3,119714.25,2,0,1,150135.38,0,,119714,345.9971098,346,,,2450,M,723886,5
235,15704769,Smith,585,France,Female,67,5,113978.97,2,0,1,93146.11,0,,113979,337.6077606,338,,,5343,F,704769,5
236,15772896,Dumetochukwu,763,Germany,Male,42,6,100160.75,1,1,0,33462.94,1,,100161,316.482227,316,,,8361,M,772896,12
237,15711540,Pacheco,712,France,Female,29,2,0,1,1,1,144375,0,,0,0,0,,,2747,F,711540,7
238,15764866,Synnot,539,Germany,Female,43,3,116220.5,3,1,0,55803.96,1,,116221,340.9120121,341,,,7255,F,764866,6
239,15794056,Johnston,668,France,Female,46,2,0,3,1,0,89048.46,1,,0,0,0,,,5545,F,794056,8
240,15795149,Stevens,703,France,Male,28,2,81173.83,2,0,1,162812.16,0,,81174,284.9105123,285,,,1868,M,795149,7
241,15812009,Grant,662,Spain,Male,38,4,0,2,1,0,136259.65,0,,0,0,0,,,3169,M,812009,5
242,15651001,Tsao,725,Germany,Female,39,5,116803.8,1,1,0,124052.97,0,,116804,341.7660018,342,,,3777,F,651001,4
243,15813844,Barnes,703,France,Male,37,8,105961.68,2,0,1,74158.8,0,,105962,325.5180487,326,,,6328,M,813844,6
244,15596175,McIntosh,659,Germany,Male,67,6,117411.6,1,1,1,45071.09,1,,117412,342.6543448,343,,,7797,M,596175,8
245,15576269,Madison,523,Spain,Male,34,7,0,2,1,0,62030.06,0,,0,0,0,,,6930,M,576269,7
246,15797219,Ifesinachi,635,France,Female,40,10,123497.58,1,1,0,131953.23,1,,123498,351.4228223,351,,,3372,F,797219,10
247,15685500,Glazkov,772,Germany,Male,26,7,152400.51,2,1,0,79414,0,,152401,390.3857067,390,,,6052,M,685500,7
248,15599792,Dimauro,545,France,Female,26,1,0,2,1,1,199638.56,0,,0,0,0,,,22,F,599792,7
249,15657566,Wieck,634,Germany,Male,24,8,103097.85,1,1,1,157577.29,0,,103098,321.0887728,321,,,2125,M,657566,5
250,15772423,Liao,739,Germany,Male,54,8,126418.14,1,1,0,134420.75,1,,126418,355.5530903,356,,,3258,M,772423,4
251,15628112,Hughes,771,Germany,Female,36,5,77846.9,1,0,0,99805.99,0,,77847,279.0107525,279,,,5019,F,628112,6
252,15753754,Morrison,587,Spain,Female,34,1,0,2,1,1,97932.68,0,,0,0,0,,,5100,F,753754,8
253,15793726,Matveyeva,681,France,Female,79,0,0,2,0,1,170968.99,0,,0,0,0,,,1465,F,793726,9
254,15694717,Ku,544,Germany,Male,37,2,79731.91,1,1,1,57558.95,0,,79732,282.3685535,282,,,7160,M,694717,2
255,15665834,Cheatham,696,Spain,Male,28,8,0,1,0,0,176713.47,0,,0,0,0,,,1175,M,665834,8
256,15765297,Yao,766,Spain,Male,41,0,0,2,0,1,34283.23,0,,0,0,0,,,8321,M,765297,3
257,15636684,Kirkland,727,France,Male,34,10,0,2,1,1,198637.34,0,,0,0,0,,,75,M,636684,8
258,15592979,Rose,671,Germany,Female,34,6,37266.67,2,0,0,156917.12,0,,37267,193.0466265,193,,,2154,F,592979,4
259,15750803,Jess,693,France,Female,30,6,127992.25,1,1,1,50457.2,0,,127992,357.7596959,358,,,7526,F,750803,4
260,15607178,Welch,850,Germany,Male,38,3,54901.01,1,1,1,140075.55,0,,54901,234.3096242,234,,,2971,M,607178,5
261,15713853,Ifeajuna,732,Germany,Male,42,9,108748.08,2,1,1,65323.11,0,,108748,329.7696166,330,,,6760,M,713853,8
262,15673481,Morton,726,Spain,Female,48,6,99906.19,1,1,0,64323.24,0,,99906,316.079104,316,,,6818,F,673481,6
263,15686776,Rossi,557,France,Female,32,6,184686.41,2,1,0,14956.44,0,,184686,429.7510907,430,,,9251,F,686776,5
264,15673693,Reppert,682,France,Female,26,0,110654.02,1,0,1,111879.21,0,,110654,332.64696,333,,,4392,F,673693,7
265,15700696,Kang,738,Spain,Male,31,9,79019.8,1,1,1,18606.23,0,,79020,281.1049626,281,,,9090,M,700696,4
266,15813163,Ch'iu,531,Spain,Female,36,9,99240.51,1,1,0,123137.01,0,,99241,315.0253958,315,,,3826,F,813163,5
267,15653857,Wallis,498,France,Male,34,2,0,2,1,1,148528.24,0,,0,0,0,,,2541,M,653857,6
268,15777076,Clark,651,France,Male,36,7,0,2,1,0,13898.31,0,,0,0,0,,,9305,M,777076,5
269,15717398,Fielding,549,Spain,Female,39,7,0,1,0,0,81259.25,1,,0,0,0,,,5949,F,717398,8
270,15799217,Zetticci,791,Germany,Female,35,7,52436.2,1,1,0,161051.75,0,,52436,228.9890827,229,,,1951,F,799217,8
271,15787071,Dulhunty,650,Spain,Male,41,9,0,2,0,1,191599.67,0,,0,0,0,,,427,M,787071,8
272,15619955,Bevington,733,Germany,Male,34,3,100337.96,3,1,0,48559.19,1,,100338,316.7617401,317,,,7620,M,619955,9
273,15796505,Boyle,811,Germany,Female,34,1,149297.19,2,1,1,186339.74,0,,149297,386.3896997,386,,,677,F,796505,5
274,15725166,Newton,707,France,Male,30,8,0,2,1,0,33159.37,0,,0,0,0,,,8376,M,725166,6
275,15800116,Bowman,712,Germany,Male,28,4,145605.44,1,0,1,93883.53,0,,145605,381.5822323,382,,,5288,M,800116,6
276,15758685,Dubinina,706,Spain,Female,37,7,0,2,1,1,110899.3,0,,0,0,0,,,4433,F,758685,8
277,15694456,Toscani,756,France,Male,62,3,0,1,1,1,11199.04,1,,0,0,0,,,9429,M,694456,7
278,15767339,Chiazagomekpere,777,France,Female,53,10,0,2,1,0,189992.97,0,,0,0,0,,,511,F,767339,15
279,15683562,Allen,646,France,Male,35,6,84026.86,1,0,1,164255.69,0,,84027,289.8741106,290,,,1780,M,683562,5
280,15782210,K'ung,714,France,Male,46,1,0,1,1,0,152167.79,1,,0,0,0,,,2360,M,782210,5
281,15668893,Wilsmore,782,France,Male,39,8,0,2,1,1,33949.67,0,,0,0,0,,,8339,M,668893,8
282,15669169,Hargreaves,775,Spain,Male,29,10,0,2,1,1,68143.93,0,,0,0,0,,,6611,M,669169,10
283,15643024,Huang,479,Germany,Male,35,4,138718.92,1,1,1,47251.79,1,,138719,372.4499966,372,,,7694,M,643024,5
284,15699389,Ch'ien,807,France,Male,42,7,118274.71,1,1,1,25885.72,0,,118275,343.9113258,344,,,8740,M,699389,6
285,15708608,Wallwork,799,France,Female,22,8,174185.98,2,0,1,192633.85,0,,174186,417.3559632,417,,,382,F,708608,8
286,15626144,Chu,675,France,Male,40,7,113208.86,2,1,0,34577.36,0,,113209,336.4654514,336,,,8305,M,626144,3
287,15573112,Kang,602,Spain,Male,29,5,103907.28,1,1,0,161229.84,0,,103907,322.3460873,322,,,1941,M,573112,4
288,15790678,Davidson,475,France,Female,32,8,119023.28,1,1,0,100816.29,0,,119023,344.9971014,345,,,4965,F,790678,8
289,15727556,O'Donnell,744,Spain,Female,26,5,166297.89,1,1,1,181694.44,0,,166298,407.7965179,408,,,902,F,727556,9
290,15697307,Nnachetam,588,Spain,Male,34,10,0,2,1,0,79078.91,0,,0,0,0,,,6077,M,697307,9
291,15652266,Chidiebele,703,Germany,Male,42,9,63227,1,0,1,137316.32,0,,63227,251.4497962,251,,,3111,M,652266,10
292,15607098,Ahmed,747,Spain,Female,41,5,94521.17,2,1,0,194926.86,0,,94521,307.4426776,307,,,261,F,607098,5
293,15655774,Booth,583,France,Male,27,7,0,2,1,0,51285.49,0,,0,0,0,,,7490,M,655774,5
294,15590241,Chuang,750,Spain,Female,34,9,112822.26,1,0,0,150401.53,1,,112822,335.8898629,336,,,2440,F,590241,6
295,15785819,Shao,681,France,Male,38,3,0,2,1,1,112491.96,0,,0,0,0,,,4364,M,785819,4
296,15723654,Tsao,773,France,Male,25,2,135903.33,1,1,0,73656.38,0,,135903,368.6502407,369,,,6352,M,723654,4
297,15774510,Tien,714,France,Female,31,4,125169.26,1,1,1,106636.89,0,,125169,353.792312,354,,,4648,F,774510,4
298,15684173,Chang,687,Spain,Female,44,7,0,3,1,0,155853.52,1,,0,0,0,,,2202,F,684173,5
299,15650068,Johnson,511,France,Male,58,0,149117.31,1,1,1,162599.51,0,,149117,386.1567039,386,,,1881,M,650068,7
300,15811490,French,627,France,Male,33,5,0,2,1,1,103737.82,0,,0,0,0,,,4796,M,811490,6
301,15803976,Efremov,694,France,Female,31,10,0,2,1,0,160990.27,0,,0,0,0,,,1953,F,803976,7
302,15682541,Hartley,616,Spain,Female,36,6,132311.71,1,0,0,15462.84,0,,132312,363.7471649,364,,,9232,F,682541,7
303,15695699,Calabrese,687,France,Male,35,8,0,2,1,0,10334.05,0,,0,0,0,,,9474,M,695699,9
304,15624188,Chiu,712,France,Female,33,6,0,2,1,1,190686.16,0,,0,0,0,,,476,F,624188,4
305,15812191,Brennan,553,France,Male,33,4,118082.89,1,0,0,94440.45,0,,118083,343.6320707,344,,,5266,M,812191,7
306,15636673,Onwuatuegwu,667,France,Male,31,1,119266.69,1,1,1,28257.63,0,,119267,345.3505465,345,,,8601,M,636673,11
307,15594898,Hewitt,731,France,Male,43,2,0,1,1,1,170034.95,1,,0,0,0,,,1514,M,594898,6
308,15660211,Shih,629,Germany,Male,35,7,156847.29,2,1,0,31824.29,0,,156847,396.0391395,396,,,8439,M,660211,4
309,15773972,Balashov,614,France,Male,50,4,137104.47,1,1,0,127166.49,1,,137104,370.2755731,370,,,3602,M,773972,8
310,15746726,Doyle,438,Germany,Male,31,8,78398.69,1,1,0,44937.01,0,,78399,279.9982143,280,,,7808,M,746726,5
311,15712287,Pokrovskii,652,France,Female,80,4,0,2,1,1,188603.07,0,,0,0,0,,,571,F,712287,10
312,15702919,Collins,729,Germany,Male,30,6,63669.42,1,1,0,145111.37,0,,63669,252.3271686,252,,,2717,M,702919,7
313,15674398,Russo,642,France,Male,38,3,0,2,0,0,171463.83,0,,0,0,0,,,1438,M,674398,5
314,15797960,Skinner,806,Germany,Female,59,0,135296.33,1,1,0,182822.5,0,,135296,367.8260458,368,,,846,F,797960,7
315,15631868,Robertson,744,Spain,Male,36,2,153804.44,1,1,1,87213.33,0,,153804,392.1785308,392,,,5638,M,631868,9
316,15581539,Atkinson,474,Spain,Male,37,3,0,2,0,0,57175.32,0,,0,0,0,,,7177,M,581539,8
317,15662736,Doyle,559,France,Male,49,2,147069.78,1,1,0,120540.83,1,,147070,383.4970665,383,,,3960,M,662736,5
318,15666252,Ritchie,706,Spain,Male,42,9,0,2,1,1,28714.34,0,,0,0,0,,,8573,M,666252,7
319,15677512,McEncroe,628,Spain,Female,22,3,0,1,1,0,85426.28,0,,0,0,0,,,5732,F,677512,8
320,15626114,Pearson,429,France,Male,24,4,95741.75,1,1,0,46170.75,0,,95742,309.4220419,309,,,7750,M,626114,7
321,15810834,Gordon,525,Spain,Female,57,2,145965.33,1,1,1,64448.36,0,,145965,382.0536612,382,,,6807,F,810834,6
322,15678910,Ts'ai,680,France,Female,30,8,141441.75,1,1,1,16278.97,0,,141442,376.0877557,376,,,9193,F,678910,5
323,15694408,Lung,749,France,Male,40,1,139290.41,1,1,0,182855.42,1,,139290,373.2157553,373,,,844,M,694408,4
324,15585215,Yuan,763,France,Female,31,4,0,2,0,0,50404.72,0,,0,0,0,,,7529,F,585215,4
325,15682757,Pardey,734,France,Male,30,3,0,2,1,0,107640.25,0,,0,0,0,,,4603,M,682757,6
326,15736601,Tai,716,France,Male,35,4,144428.87,1,1,0,134132.65,0,,144429,380.038156,380,,,3270,M,736601,3
327,15601848,Scott,594,France,Male,35,2,0,2,1,0,103480.69,0,,0,0,0,,,4815,M,601848,5
328,15736008,Hunter,644,France,Female,46,9,95441.27,1,1,0,108761.05,1,,95441,308.9352683,309,,,4541,F,736008,6
329,15669064,Mazzanti,671,Germany,Male,35,1,144848.74,1,1,1,179012.3,0,,144849,380.5903309,381,,,1040,M,669064,8
330,15624528,L?,664,Germany,Male,26,7,116244.14,2,1,1,95145.14,0,,116244,340.9457435,341,,,5222,M,624528,2
331,15598493,Beach,656,France,Male,50,7,0,2,0,1,72143.44,0,,0,0,0,,,6430,M,598493,5
332,15601274,Hsieh,667,Spain,Female,40,1,146502.07,1,1,0,19162.89,0,,146502,382.7557968,383,,,9065,F,601274,5
333,15702669,Faulkner,663,Germany,Male,44,2,117028.6,2,0,1,144680.18,0,,117029,342.095016,342,,,2733,M,702669,8
334,15728669,Knowles,584,Germany,Female,30,8,112013.81,1,1,0,177772.03,1,,112014,334.6849265,335,,,1102,F,728669,7
335,15742668,Day,626,Spain,Female,37,6,108269.37,1,1,0,5597.94,0,,108269,329.0425504,329,,,9711,F,742668,3
336,15697441,Hsueh,485,France,Male,29,7,182123.79,1,1,0,116828.51,1,,182124,426.7598856,427,,,4138,M,697441,5
337,15740476,Tsao,659,Germany,Female,32,3,150923.74,2,0,1,174652.51,0,,150924,388.4893821,388,,,1277,F,740476,4
338,15648064,Kennedy,649,France,Male,33,2,0,2,1,0,2010.98,0,,0,0,0,,,9892,M,648064,7
339,15636624,Nwabugwu,805,Spain,Female,39,5,165272.13,1,1,0,14109.85,1,,165272,406.5365912,407,,,9291,F,636624,8
340,15807923,Young,716,Germany,Female,39,10,115301.31,1,1,0,43527.4,1,,115301,339.5600094,340,,,7870,F,807923,5
341,15745844,Kerr,642,Germany,Female,40,6,129502.49,2,0,1,86099.23,1,,129502,359.8638631,360,,,5696,F,745844,4
342,15786170,Tien,659,France,Male,31,4,118342.26,1,0,0,161574.19,0,,118342,344.0087208,344,,,1924,M,786170,4
343,15681081,Marrero,545,Spain,Female,47,5,0,2,1,1,38970.14,0,,0,0,0,,,8076,F,681081,7
344,15684484,White,543,France,Male,22,8,0,2,0,0,127587.22,0,,0,0,0,,,3584,M,684484,5
345,15785869,Pisano,718,France,Female,25,7,0,2,1,0,30380.12,0,,0,0,0,,,8512,F,785869,6
346,15763859,Brown,840,France,Female,43,7,0,2,1,0,90908.95,0,,0,0,0,,,5462,F,763859,5
347,15658935,Freeman,630,Germany,Female,34,9,106937.05,2,1,0,138275.01,0,,106937,327.0122322,327,,,3062,F,658935,7
348,15747358,Russell,643,Germany,Male,59,3,170331.37,1,1,1,32171.79,0,,170331,412.7117638,413,,,8421,M,747358,7
349,15735203,Seleznyov,654,Germany,Female,32,1,114510.85,1,1,1,126143.23,0,,114511,338.3947399,338,,,3671,F,735203,9
350,15576256,Yusupova,582,France,Male,39,5,0,2,1,1,129892.93,0,,0,0,0,,,3488,M,576256,8
351,15659420,Foley,659,Spain,Male,32,3,107594.11,2,1,1,102416.84,0,,107594,328.0152435,328,,,4876,M,659420,5
352,15593365,Shih,762,Spain,Male,39,2,81273.13,1,1,1,18719.67,0,,81273,285.0841981,285,,,9085,M,593365,4
353,15777352,Ikedinachukwu,568,Spain,Female,32,7,169399.6,1,1,0,61936.22,0,,169400,411.5823125,412,,,6939,F,777352,13
354,15812007,Power,670,Spain,Male,25,6,0,2,1,1,78358.94,0,,0,0,0,,,6115,M,812007,5
355,15625461,Amos,613,France,Female,45,1,187841.99,2,1,1,147224.27,0,,187842,433.4074296,433,,,2598,F,625461,4
356,15739438,Reed,539,France,Male,30,0,0,2,1,0,160979.66,0,,0,0,0,,,1954,M,739438,4
357,15611759,Simmons,850,Spain,Female,57,8,126776.3,2,1,1,132298.49,0,,126776,356.0561753,356,,,3358,F,611759,7
358,15661629,Ricci,522,Spain,Male,34,9,126436.29,1,1,0,174248.52,1,,126436,355.578402,356,,,1292,M,661629,5
359,15633950,Yen,737,France,Male,41,1,101960.74,1,1,1,123547.28,0,,101961,319.3133257,319,,,3805,M,633950,3
360,15592386,Campbell,520,France,Male,58,3,0,2,0,1,32790.02,0,,0,0,0,,,8395,M,592386,8
361,15803716,West,706,Spain,Male,28,3,0,2,0,1,181543.67,0,,0,0,0,,,908,M,803716,4
362,15696674,Robinson,643,Germany,Female,45,2,150842.93,1,0,1,2319.96,1,,150843,388.3851181,388,,,9875,F,696674,8
363,15706365,Bianchi,648,France,Female,50,9,102535.57,1,1,1,189543.19,0,,102536,320.2124295,320,,,532,F,706365,7
364,15745088,Chen,443,Germany,Female,29,9,99027.61,2,1,0,10940.4,0,,99028,314.6871462,315,,,9436,F,745088,4
365,15676715,Madukaego,640,France,Male,68,9,0,2,1,1,199493.38,0,,0,0,0,,,26,M,676715,9
366,15613085,Ibrahimova,628,Spain,Female,33,3,0,1,1,1,188193.25,0,,0,0,0,,,593,F,613085,10
367,15633537,Nolan,540,Germany,Female,42,9,87271.41,2,1,0,172572.64,0,,87271,295.4166549,295,,,1379,F,633537,5
368,15594720,Scott,460,Germany,Female,35,8,102742.91,2,1,1,189339.6,0,,102743,320.5354895,321,,,543,F,594720,5
369,15684042,Blair,636,Germany,Male,34,2,40105.51,2,0,1,53512.16,0,,40106,200.2648247,200,,,7374,M,684042,5
370,15583303,Monaldo,593,France,Female,29,2,152265.43,1,1,0,34004.44,0,,152265,390.2114811,390,,,8334,F,583303,7
371,15611579,Sutherland,801,Spain,Male,42,4,141947.67,1,1,1,10598.29,0,,141948,376.7598705,377,,,9462,M,611579,10
372,15774696,Cole,640,Germany,Female,75,1,106307.91,2,0,1,113428.77,0,,106308,326.0490761,326,,,4318,F,774696,4
373,15694506,Briggs,611,Germany,Male,31,0,107884.81,2,1,1,183487.98,0,,107885,328.458521,328,,,813,M,694506,6
374,15688074,Gregory,802,Germany,Male,31,1,125013.72,1,1,1,187658.09,0,,125014,353.573189,354,,,628,M,688074,7
375,15759537,Bianchi,717,Germany,Male,35,7,58469.37,2,1,1,172459.39,0,,58469,241.8036393,242,,,1388,M,759537,7
376,15758449,Angelo,769,France,Female,39,8,0,1,0,1,21016,0,,0,0,0,,,8961,F,758449,6
377,15583456,Gardiner,745,Germany,Male,45,10,117231.63,3,1,1,122381.02,1,,117232,342.3915887,342,,,3859,M,583456,8
378,15667871,Kerr,572,Spain,Male,35,4,152390.26,1,1,0,128123.66,0,,152390,390.3716178,390,,,3561,M,667871,4
379,15677371,Ko,629,Spain,Female,30,2,34013.63,1,1,0,19570.63,0,,34014,184.4288481,184,,,9037,F,677371,2
380,15629677,Distefano,687,Spain,Female,39,2,0,3,0,0,188150.6,1,,0,0,0,,,596,F,629677,9
381,15713578,Farrell,483,France,Female,50,9,0,2,1,1,111020.24,0,,0,0,0,,,4428,F,713578,7
382,15591509,Milano,690,France,Male,36,7,101583.11,2,1,0,123775.15,0,,101583,318.720881,319,,,3795,M,591509,6
383,15568240,Ting,492,Germany,Female,30,10,77168.87,2,0,1,146700.22,0,,77169,277.7930885,278,,,2627,F,568240,4
384,15622993,Boyd,709,Germany,Male,28,8,124695.72,2,1,0,145251.35,0,,124696,353.123208,353,,,2707,M,622993,4
385,15689294,Onyemaechi,705,Germany,Male,44,3,105934.96,1,1,0,82463.69,0,,105935,325.4765737,325,,,5895,M,689294,10
386,15720910,Black,560,France,Female,66,9,0,1,1,1,15928.49,0,,0,0,0,,,9208,F,720910,5
387,15721181,Oliver,611,Spain,Male,46,6,0,2,1,0,45886.33,0,,0,0,0,,,7765,M,721181,6
388,15776433,Greco,730,Spain,Male,62,2,0,2,1,1,186489.95,0,,0,0,0,,,670,M,776433,5
389,15748936,Whitehead,709,Spain,Female,45,2,0,2,0,1,162922.65,0,,0,0,0,,,1862,F,748936,9
390,15717225,Ikemefuna,544,France,Female,21,10,161525.96,2,1,0,9262.77,0,,161526,401.9029734,402,,,9533,F,717225,9
391,15685226,Morrison,712,Germany,Female,29,7,147199.07,1,1,1,84932.4,0,,147199,383.6652186,384,,,5756,F,685226,8
392,15785611,Onyeoruru,752,Germany,Male,38,3,183102.29,1,1,1,71557.12,0,,183102,427.9041949,428,,,6456,M,785611,9
393,15573456,Cunningham,648,Spain,Male,46,9,127209,2,1,0,77405.95,1,,127209,356.6637072,357,,,6161,M,573456,10
394,15684548,Demidov,556,Spain,Male,38,8,0,2,0,0,417.41,1,,0,0,0,,,9984,M,684548,7
395,15620505,Celis,594,Spain,Female,24,0,97378.54,1,1,1,71405.17,0,,97379,312.0560847,312,,,6461,F,620505,5
396,15807432,Cheng,645,Germany,Female,37,2,136925.09,2,0,1,153400.24,0,,136925,370.0337822,370,,,2295,F,807432,5
397,15584766,Knight,557,France,Male,33,3,54503.55,1,1,1,371.05,0,,54504,233.4609175,233,,,9985,M,584766,6
398,15612187,Morin,547,Germany,Male,32,8,155726.85,1,1,0,67789.99,0,,155727,394.6226045,395,,,6634,M,612187,5
399,15762218,Mills,701,France,Female,39,9,0,2,0,1,145894.9,0,,0,0,0,,,2674,F,762218,5
400,15646372,Outhwaite,616,France,Female,66,1,135842.41,1,1,0,183840.51,1,,135842,368.5674972,369,,,793,F,646372,9
401,15690452,Tung,605,France,Male,52,1,63349.75,1,1,0,108887.44,0,,63350,251.694259,252,,,4531,M,690452,4
402,15747795,Pai,593,Germany,Female,38,4,129499.42,1,1,1,154071.27,0,,129499,359.8596949,360,,,2271,F,747795,3
403,15781589,Carpenter,751,Spain,Male,52,8,0,2,0,1,179291.85,0,,0,0,0,,,1025,M,781589,9
404,15732674,Fennell,443,Spain,Male,36,6,70438.01,2,0,1,56937.43,0,,70438,265.4015825,265,,,7193,M,732674,7
405,15642291,Fontaine,685,France,Male,23,8,0,2,1,1,112239.03,0,,0,0,0,,,4379,M,642291,8
406,15692761,Pratt,718,France,Male,36,9,0,1,1,0,45909.87,0,,0,0,0,,,7764,M,692761,5
407,15578045,Mitchell,538,Spain,Female,49,9,141434.04,1,0,0,173779.25,1,,141434,376.0771198,376,,,1322,F,578045,8
408,15745354,Franklin,611,Spain,Female,37,4,0,2,1,0,125696.26,0,,0,0,0,,,3699,F,745354,8
409,15701376,K'ung,668,Germany,Male,37,10,152958.29,2,1,1,159585.61,0,,152958,391.0984531,391,,,2019,M,701376,5
410,15691625,Ko,537,Germany,Female,41,3,138306.34,1,1,0,106761.47,0,,138306,371.8951465,372,,,4641,F,691625,2
411,15566594,McKenzie,709,Spain,Male,23,10,0,2,0,0,129590.18,0,,0,0,0,,,3500,M,566594,8
412,15760431,Pino,850,France,Male,38,1,0,2,1,1,80006.65,0,,0,0,0,,,6012,M,760431,4
413,15686302,Fisk,745,Spain,Female,31,3,124328.84,1,1,1,140451.52,0,,124329,352.6031764,353,,,2954,F,686302,4
414,15801559,Chiang,693,Germany,Female,41,9,181461.48,3,1,1,187929.43,1,,181461,425.982394,426,,,609,F,801559,6
415,15810432,Moseley,795,Spain,Male,35,8,0,2,1,0,167155.36,0,,0,0,0,,,1654,M,810432,7
416,15809616,Hsiung,626,Spain,Male,26,8,0,2,0,0,191420.71,0,,0,0,0,,,436,M,809616,6
417,15720559,Heath,487,Germany,Female,61,5,110368.03,1,0,0,11384.45,1,,110368,332.2167967,332,,,9425,F,720559,5
418,15695632,Dellucci,556,France,Female,39,9,89588.35,1,1,1,94898.1,0,,89588,299.3125457,299,,,5237,F,695632,8
419,15659843,Li,643,France,Female,46,6,0,2,0,0,106781.59,0,,0,0,0,,,4640,F,659843,2
420,15615624,De Salis,605,France,Female,28,6,0,2,0,0,159508.52,0,,0,0,0,,,2024,F,615624,8
421,15810418,T'ang,756,Germany,Female,60,3,115924.89,1,1,0,93524.19,1,,115925,340.4776057,340,,,5319,F,810418,5
422,15716186,Richardson,586,France,Female,38,2,0,2,1,0,87168.46,0,,0,0,0,,,5639,F,716186,10
423,15674551,Fitch,535,Germany,Male,40,7,111756.5,1,1,0,8128.32,1,,111757,334.3007628,334,,,9597,M,674551,5
424,15622834,Stevenson,678,France,Female,35,4,0,1,1,0,125518.32,0,,0,0,0,,,3707,F,622834,9
425,15566111,Estes,596,France,Male,39,9,0,1,1,0,48963.59,0,,0,0,0,,,7605,M,566111,5
426,15784597,Lattimore,648,France,Male,26,9,162923.85,1,1,0,98368.24,0,,162924,403.6384521,404,,,5078,M,784597,9
427,15652883,Chung,492,Germany,Male,39,10,124576.65,2,1,0,148584.61,0,,124577,352.9546713,353,,,2537,M,652883,5
428,15806964,Utz,702,France,Male,45,0,80793.58,1,1,1,27474.81,0,,80794,284.2428539,284,,,8644,M,806964,3
429,15576313,Wei,486,Germany,Female,40,9,71340.09,1,1,0,76192.21,0,,71340,267.0954885,267,,,6228,F,576313,3
430,15806467,Boyle,568,Germany,Male,40,1,99282.63,1,0,0,134600.94,1,,99283,315.09205,315,,,3248,M,806467,5
431,15597602,Nwachinemelu,619,Germany,Male,57,3,137946.39,1,1,1,72467.99,1,,137946,371.4108238,371,,,6413,M,597602,12
432,15743040,Kuznetsova,724,Germany,Male,41,2,127892.57,2,0,1,199645.45,0,,127893,357.6213081,358,,,20,M,743040,10
433,15705521,Pisani,548,Germany,Female,33,0,101084.36,1,1,0,42749.85,0,,101084,317.9371007,318,,,7908,F,705521,6
434,15595039,Manna,545,Germany,Female,37,8,114754.08,1,1,0,136050.44,1,,114754,338.7535978,339,,,3177,F,595039,5
435,15799384,Collier,683,France,Male,33,8,0,1,0,0,73564.44,0,,0,0,0,,,6355,M,799384,7
436,15581197,Ricci,762,France,Female,51,3,99286.98,1,0,1,85578.63,0,,99287,315.0983973,315,,,5723,F,581197,5
437,15693737,Carr,627,Germany,Female,30,4,79871.02,2,1,0,129826.89,0,,79871,282.6145785,283,,,3492,F,693737,4
438,15624623,Hs?,516,France,Male,35,10,104088.59,2,0,0,119666,0,,104089,322.6282691,323,,,4002,M,624623,3
439,15783501,Findlay,800,France,Female,38,2,168190.33,2,1,0,68052.08,0,,168190,410.1097414,410,,,6618,F,783501,7
440,15690134,Hughes,464,Germany,Female,42,3,85679.25,1,1,1,164104.74,0,,85679,292.7097539,293,,,1794,F,690134,6
441,15782735,Chukwuemeka,626,France,Female,35,3,0,1,0,0,80190.36,0,,0,0,0,,,6004,F,782735,11
